"year","round","date","time","region","venue","hteam","ateam","hscore","ascore","home_win","hdiff"
2021,4,2021-04-09,"19:20:00","SA","Adelaide Oval","Port Adelaide","Richmond",79,77,1,2
2021,4,2021-04-10,"16:35:00","VIC","Docklands","St Kilda","West Coast",102,82,1,20
2021,4,2021-04-08,"19:20:00","NSW","S.C.G.","Sydney","Essendon",83,80,1,3
2021,4,2021-04-10,"13:35:00","VIC","Eureka Stadium","Western Bulldogs","Brisbane Lions",73,54,1,19
2021,5,2021-04-18,"12:40:00","SA","Adelaide Oval","Adelaide","Fremantle",72,84,0,-12
2021,5,2021-04-17,"19:25:00","QLD","Gabba","Brisbane Lions","Essendon",102,45,1,57
2021,5,2021-04-17,"19:25:00","VIC","M.C.G.","Carlton","Port Adelaide",68,96,0,-28
2021,5,2021-04-18,"16:40:00","VIC","Kardinia Park","Geelong","North Melbourne",77,47,1,30
2021,5,2021-04-18,"15:20:00","VIC","M.C.G.","Hawthorn","Melbourne",54,104,0,-50
2021,5,2021-04-15,"19:20:00","VIC","Docklands","St Kilda","Richmond",48,134,0,-86
2021,5,2021-04-17,"16:35:00","NSW","S.C.G.","Sydney","Greater Western Sydney",69,71,0,-2
2021,5,2021-04-16,"18:10:00","WA","Perth Stadium","West Coast","Collingwood",103,76,1,27
2021,5,2021-04-17,"16:35:00","VIC","Docklands","Western Bulldogs","Gold Coast",118,56,1,62
2021,6,2021-04-24,"16:35:00","VIC","Docklands","Carlton","Brisbane Lions",85,103,0,-18
2021,6,2021-04-25,"15:20:00","VIC","M.C.G.","Collingwood","Essendon",85,109,0,-24
2021,6,2021-04-24,"18:15:00","WA","Perth Stadium","Fremantle","North Melbourne",99,48,1,51
2021,6,2021-04-24,"13:45:00","VIC","Kardinia Park","Geelong","West Coast",136,39,1,97
2021,6,2021-04-24,"13:45:00","QLD","Carrara","Gold Coast","Sydney",100,60,1,40
2021,6,2021-04-23,"19:50:00","ACT","Manuka Oval","Greater Western Sydney","Western Bulldogs",65,104,0,-39
2021,6,2021-04-25,"12:30:00","TAS","York Park","Hawthorn","Adelaide",102,99,1,3
2021,6,2021-04-24,"19:25:00","VIC","M.C.G.","Melbourne","Richmond",82,48,1,34
2021,6,2021-04-25,"18:10:00","SA","Adelaide Oval","Port Adelaide","St Kilda",93,39,1,54
2021,7,2021-05-01,"13:40:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",39,106,0,-67
2021,7,2021-05-01,"19:25:00","QLD","Gabba","Brisbane Lions","Port Adelaide",93,44,1,49
2021,7,2021-05-01,"13:45:00","VIC","M.C.G.","Collingwood","Gold Coast",55,79,0,-24
2021,7,2021-05-02,"15:20:00","VIC","M.C.G.","Essendon","Carlton",107,123,0,-16
2021,7,2021-05-02,"13:10:00","TAS","Bellerive Oval","North Melbourne","Melbourne",73,103,0,-30
2021,7,2021-04-30,"19:50:00","VIC","M.C.G.","Richmond","Western Bulldogs",77,55,1,22
2021,7,2021-05-01,"16:35:00","VIC","Docklands","St Kilda","Hawthorn",128,59,1,69
2021,7,2021-05-01,"19:25:00","NSW","S.C.G.","Sydney","Geelong",90,88,1,2
2021,7,2021-05-02,"14:40:00","WA","Perth Stadium","West Coast","Fremantle",132,73,1,59
2021,8,2021-05-09,"16:40:00","QLD","Gabba","Brisbane Lions","Fremantle",95,71,1,24
2021,8,2021-05-08,"13:45:00","QLD","Carrara","Gold Coast","St Kilda",54,63,0,-9
2021,8,2021-05-08,"14:10:00","NSW","Sydney Showground","Greater Western Sydney","Essendon",107,105,1,2
2021,8,2021-05-09,"13:10:00","VIC","M.C.G.","Hawthorn","West Coast",60,98,0,-38
2021,8,2021-05-08,"19:25:00","VIC","M.C.G.","Melbourne","Sydney",67,58,1,9
2021,8,2021-05-08,"16:35:00","VIC","Docklands","North Melbourne","Collingwood",76,94,0,-18
2021,8,2021-05-08,"19:10:00","SA","Adelaide Oval","Port Adelaide","Adelaide",87,38,1,49
2021,8,2021-05-07,"19:50:00","VIC","M.C.G.","Richmond","Geelong",63,126,0,-63
2021,8,2021-05-09,"15:20:00","VIC","Docklands","Western Bulldogs","Carlton",107,91,1,16
2021,9,2021-05-16,"13:10:00","VIC","Docklands","Essendon","Fremantle",68,61,1,7
2021,9,2021-05-15,"16:35:00","QLD","Carrara","Gold Coast","Brisbane Lions",51,124,0,-73
2021,9,2021-05-15,"14:10:00","TAS","York Park","Hawthorn","North Melbourne",80,87,0,-7
2021,9,2021-05-16,"15:20:00","VIC","M.C.G.","Melbourne","Carlton",94,68,1,26
2021,9,2021-05-15,"19:10:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",77,96,0,-19
2021,9,2021-05-15,"19:25:00","VIC","Docklands","Richmond","Greater Western Sydney",87,83,1,4
2021,9,2021-05-14,"19:50:00","VIC","Docklands","St Kilda","Geelong",47,68,0,-21
2021,9,2021-05-15,"13:45:00","NSW","S.C.G.","Sydney","Collingwood",72,42,1,30
2021,9,2021-05-16,"14:40:00","WA","Perth Stadium","West Coast","Adelaide",106,76,1,30
2021,10,2021-05-22,"16:05:00","SA","Adelaide Oval","Adelaide","Melbourne",96,95,1,1
2021,10,2021-05-21,"19:50:00","QLD","Gabba","Brisbane Lions","Richmond",102,74,1,28
2021,10,2021-05-22,"13:45:00","VIC","M.C.G.","Carlton","Hawthorn",86,63,1,23
2021,10,2021-05-23,"15:20:00","VIC","M.C.G.","Collingwood","Port Adelaide",58,59,0,-1
2021,10,2021-05-23,"16:40:00","VIC","Docklands","Essendon","North Melbourne",141,69,1,72
2021,10,2021-05-22,"17:40:00","WA","Perth Stadium","Fremantle","Sydney",86,84,1,2
2021,10,2021-05-22,"14:10:00","VIC","Kardinia Park","Geelong","Gold Coast",91,57,1,34
2021,10,2021-05-23,"13:10:00","NSW","Sydney Showground","Greater Western Sydney","West Coast",93,77,1,16
2021,10,2021-05-22,"19:25:00","VIC","Docklands","Western Bulldogs","St Kilda",144,33,1,111
2021,11,2021-05-29,"14:10:00","QLD","Gabba","Brisbane Lions","Greater Western Sydney",129,65,1,64
2021,11,2021-05-29,"13:45:00","VIC","M.C.G.","Collingwood","Geelong",51,61,0,-10
2021,11,2021-05-29,"19:40:00","NSW","S.C.G.","Gold Coast","Hawthorn",113,76,1,37
2021,11,2021-05-30,"16:50:00","SA","Adelaide Oval","Port Adelaide","Fremantle",115,69,1,46
2021,11,2021-05-30,"14:10:00","NSW","Sydney Showground","Richmond","Adelaide",111,83,1,28
2021,11,2021-05-29,"16:35:00","VIC","Docklands","St Kilda","North Melbourne",88,68,1,20
2021,11,2021-05-30,"15:20:00","NSW","S.C.G.","Sydney","Carlton",100,78,1,22
2021,11,2021-05-29,"17:40:00","WA","Perth Stadium","West Coast","Essendon",71,87,0,-16
2021,11,2021-05-28,"19:50:00","VIC","Docklands","Western Bulldogs","Melbourne",59,87,0,-28
2021,12,2021-06-05,"16:05:00","SA","Adelaide Oval","Adelaide","Collingwood",73,78,0,-5
2021,12,2021-06-06,"15:20:00","NSW","S.C.G.","Carlton","West Coast",73,95,0,-22
2021,12,2021-06-05,"17:40:00","WA","Perth Stadium","Essendon","Richmond",84,123,0,-39
2021,12,2021-06-06,"16:40:00","WA","Perth Stadium","Fremantle","Western Bulldogs",65,93,0,-28
2021,12,2021-06-04,"19:50:00","NSW","Sydney Showground","Melbourne","Brisbane Lions",97,75,1,22
2021,12,2021-06-05,"13:45:00","NSW","S.C.G.","Sydney","St Kilda",92,83,1,9
2021,13,2021-06-12,"14:15:00","WA","Perth Stadium","Fremantle","Gold Coast",76,49,1,27
2021,13,2021-06-14,"15:20:00","NSW","S.C.G.","Melbourne","Collingwood",63,80,0,-17
2021,13,2021-06-13,"15:20:00","TAS","Bellerive Oval","North Melbourne","Greater Western Sydney",94,94,0,0
2021,13,2021-06-10,"19:10:00","SA","Adelaide Oval","Port Adelaide","Geelong",91,112,0,-21
2021,13,2021-06-12,"19:25:00","QLD","Cazaly's Stadium","St Kilda","Adelaide",60,66,0,-6
2021,13,2021-06-11,"19:50:00","NSW","S.C.G.","Sydney","Hawthorn",51,89,0,-38
2021,13,2021-06-13,"17:20:00","WA","Perth Stadium","West Coast","Richmond",85,81,1,4
2021,14,2021-06-18,"19:50:00","VIC","Kardinia Park","Geelong","Western Bulldogs",83,78,1,5
2021,14,2021-06-19,"13:45:00","QLD","Carrara","Gold Coast","Port Adelaide",31,81,0,-50
2021,14,2021-06-19,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Carlton",102,66,1,36
2021,14,2021-06-20,"15:20:00","TAS","York Park","Hawthorn","Essendon",73,86,0,-13
2021,14,2021-06-19,"16:35:00","TAS","Bellerive Oval","North Melbourne","Brisbane Lions",45,68,0,-23
2021,15,2021-06-24,"19:30:00","QLD","Gabba","Brisbane Lions","Geelong",94,50,1,44
2021,15,2021-06-27,"16:10:00","VIC","Docklands","Carlton","Adelaide",83,73,1,10
2021,15,2021-06-26,"13:45:00","VIC","Docklands","Collingwood","Fremantle",79,91,0,-12
2021,15,2021-06-26,"19:25:00","VIC","M.C.G.","Essendon","Melbourne",57,68,0,-11
2021,15,2021-06-27,"13:10:00","VIC","M.C.G.","Greater Western Sydney","Hawthorn",72,90,0,-18
2021,15,2021-06-26,"13:45:00","TAS","Bellerive Oval","North Melbourne","Gold Coast",72,63,1,9
2021,15,2021-06-26,"16:05:00","SA","Adelaide Oval","Port Adelaide","Sydney",81,71,1,10
2021,15,2021-06-25,"19:50:00","VIC","M.C.G.","Richmond","St Kilda",22,62,0,-40
2021,15,2021-06-27,"13:20:00","WA","Perth Stadium","West Coast","Western Bulldogs",43,98,0,-55
2021,16,2021-07-03,"16:05:00","SA","Adelaide Oval","Adelaide","Brisbane Lions",59,111,0,-52
2021,16,2021-07-04,"15:20:00","VIC","M.C.G.","Collingwood","St Kilda",61,70,0,-9
2021,16,2021-07-03,"19:40:00","VIC","M.C.G.","Fremantle","Carlton",64,80,0,-16
2021,16,2021-07-02,"19:50:00","VIC","Kardinia Park","Geelong","Essendon",98,57,1,41
2021,16,2021-07-01,"19:20:00","VIC","Docklands","Gold Coast","Richmond",77,67,1,10
2021,16,2021-07-03,"19:40:00","VIC","Docklands","Hawthorn","Port Adelaide",53,87,0,-34
2021,16,2021-07-03,"13:45:00","VIC","M.C.G.","Melbourne","Greater Western Sydney",55,64,0,-9
2021,16,2021-07-04,"13:10:00","VIC","Kardinia Park","Sydney","West Coast",118,26,1,92
2021,16,2021-07-04,"16:40:00","VIC","Docklands","Western Bulldogs","North Melbourne",108,79,1,29
2021,17,2021-07-10,"19:25:00","QLD","Carrara","Brisbane Lions","St Kilda",63,95,0,-32
2021,17,2021-07-10,"16:35:00","VIC","M.C.G.","Carlton","Geelong",44,70,0,-26
2021,17,2021-07-09,"19:50:00","VIC","Docklands","Essendon","Adelaide",84,21,1,63
2021,17,2021-07-11,"12:40:00","VIC","Eureka Stadium","Greater Western Sydney","Gold Coast",64,65,0,-1
2021,17,2021-07-10,"13:45:00","TAS","York Park","Hawthorn","Fremantle",46,108,0,-62
2021,17,2021-07-08,"19:10:00","SA","Adelaide Oval","Port Adelaide","Melbourne",55,86,0,-31
2021,17,2021-07-11,"16:10:00","VIC","M.C.G.","Richmond","Collingwood",71,87,0,-16
2021,17,2021-07-12,"17:40:00","WA","Perth Stadium","West Coast","North Melbourne",60,70,0,-10
2021,17,2021-07-11,"15:20:00","VIC","Docklands","Western Bulldogs","Sydney",60,79,0,-19
2021,18,2021-07-18,"16:10:00","SA","Adelaide Oval","Adelaide","West Coast",56,98,0,-42
2021,18,2021-07-18,"15:20:00","VIC","M.C.G.","Collingwood","Carlton",62,91,0,-29
2021,18,2021-07-15,"18:10:00","WA","Perth Stadium","Fremantle","Geelong",31,100,0,-69
2021,18,2021-07-17,"16:35:00","QLD","Carrara","Gold Coast","Western Bulldogs",79,90,0,-11
2021,18,2021-07-18,"18:10:00","QLD","Carrara","Greater Western Sydney","Sydney",72,98,0,-26
2021,18,2021-07-17,"19:25:00","VIC","M.C.G.","Melbourne","Hawthorn",79,79,0,0
2021,18,2021-07-18,"12:35:00","QLD","Carrara","North Melbourne","Essendon",74,92,0,-18
2021,18,2021-07-16,"20:05:00","QLD","Carrara","Richmond","Brisbane Lions",106,86,1,20
2021,18,2021-07-17,"13:45:00","VIC","Docklands","St Kilda","Port Adelaide",61,74,0,-13
2021,19,2021-07-24,"19:40:00","VIC","Docklands","Adelaide","Hawthorn",102,83,1,19
2021,19,2021-07-24,"15:10:00","QLD","Gabba","Brisbane Lions","Gold Coast",120,71,1,49
2021,19,2021-07-24,"13:45:00","VIC","Docklands","Carlton","North Melbourne",77,116,0,-39
2021,19,2021-07-25,"18:10:00","QLD","Carrara","Essendon","Greater Western Sydney",53,66,0,-13
2021,19,2021-07-25,"15:20:00","VIC","M.C.G.","Geelong","Richmond",95,57,1,38
2021,19,2021-07-24,"19:25:00","VIC","M.C.G.","Melbourne","Western Bulldogs",65,85,0,-20
2021,19,2021-07-23,"19:10:00","VIC","Docklands","Port Adelaide","Collingwood",97,69,1,28
2021,19,2021-07-25,"12:30:00","QLD","Carrara","Sydney","Fremantle",98,58,1,40
2021,19,2021-07-24,"14:35:00","WA","Perth Stadium","West Coast","St Kilda",94,86,1,8
2021,20,2021-07-31,"16:15:00","VIC","M.C.G.","Collingwood","West Coast",90,45,1,45
2021,20,2021-08-01,"15:10:00","VIC","M.C.G.","Essendon","Sydney",102,109,0,-7
2021,20,2021-08-01,"15:10:00","WA","Perth Stadium","Fremantle","Richmond",55,51,1,4
2021,20,2021-08-01,"12:10:00","VIC","Docklands","Gold Coast","Melbourne",30,128,0,-98
2021,20,2021-08-01,"18:10:00","VIC","Docklands","Greater Western Sydney","Port Adelaide",73,100,0,-27
2021,20,2021-08-01,"14:10:00","TAS","York Park","Hawthorn","Brisbane Lions",92,80,1,12
2021,20,2021-07-31,"13:15:00","TAS","Bellerive Oval","North Melbourne","Geelong",42,62,0,-20
2021,20,2021-07-30,"19:50:00","VIC","Docklands","St Kilda","Carlton",81,112,0,-31
2021,20,2021-07-31,"12:20:00","VIC","Eureka Stadium","Western Bulldogs","Adelaide",105,56,1,49
2021,21,2021-08-07,"19:10:00","SA","Adelaide Oval","Adelaide","Port Adelaide",51,55,0,-4
2021,21,2021-08-07,"13:45:00","VIC","Docklands","Carlton","Gold Coast",57,76,0,-19
2021,21,2021-08-08,"15:10:00","WA","Perth Stadium","Fremantle","Brisbane Lions",54,118,0,-64
2021,21,2021-08-06,"19:50:00","VIC","Kardinia Park","Geelong","Greater Western Sydney",65,84,0,-19
2021,21,2021-08-08,"14:10:00","VIC","M.C.G.","Hawthorn","Collingwood",97,78,1,19
2021,21,2021-08-07,"16:35:00","VIC","M.C.G.","Richmond","North Melbourne",89,56,1,33
2021,21,2021-08-07,"19:40:00","VIC","Docklands","St Kilda","Sydney",93,64,1,29
2021,21,2021-08-09,"18:10:00","WA","Perth Stadium","West Coast","Melbourne",63,72,0,-9
2021,21,2021-08-08,"15:20:00","VIC","Docklands","Western Bulldogs","Essendon",84,97,0,-13
2021,22,2021-08-14,"19:25:00","QLD","Gabba","Brisbane Lions","Collingwood",142,57,1,85
2021,22,2021-08-15,"15:10:00","WA","Perth Stadium","Fremantle","West Coast",79,64,1,15
2021,22,2021-08-14,"16:35:00","VIC","Kardinia Park","Geelong","St Kilda",85,71,1,14
2021,22,2021-08-15,"15:20:00","VIC","Kardinia Park","Gold Coast","Essendon",30,98,0,-68
2021,22,2021-08-13,"19:50:00","VIC","Docklands","Greater Western Sydney","Richmond",106,67,1,39
2021,22,2021-08-14,"13:45:00","TAS","York Park","Hawthorn","Western Bulldogs",64,37,1,27
2021,22,2021-08-15,"14:10:00","VIC","M.C.G.","Melbourne","Adelaide",104,63,1,41
2021,22,2021-08-14,"19:40:00","VIC","Docklands","North Melbourne","Sydney",77,91,0,-14
2021,22,2021-08-14,"16:05:00","SA","Adelaide Oval","Port Adelaide","Carlton",140,45,1,95
2021,23,2021-08-22,"16:10:00","SA","Adelaide Oval","Adelaide","North Melbourne",98,54,1,44
2021,23,2021-08-21,"16:35:00","QLD","Gabba","Brisbane Lions","West Coast",125,87,1,38
2021,23,2021-08-21,"19:40:00","VIC","Docklands","Carlton","Greater Western Sydney",75,89,0,-14
2021,23,2021-08-22,"15:20:00","VIC","M.C.G.","Essendon","Collingwood",102,64,1,38
2021,23,2021-08-21,"19:25:00","VIC","Kardinia Park","Geelong","Melbourne",77,81,0,-4
2021,23,2021-08-21,"13:35:00","VIC","M.C.G.","Richmond","Hawthorn",83,83,0,0
2021,23,2021-08-22,"12:15:00","TAS","Bellerive Oval","St Kilda","Fremantle",107,49,1,58
2021,23,2021-08-21,"13:45:00","VIC","Docklands","Sydney","Gold Coast",136,49,1,87
2021,23,2021-08-20,"19:50:00","VIC","Docklands","Western Bulldogs","Port Adelaide",64,66,0,-2
2021,24,2021-08-28,"19:00:00","SA","Adelaide Oval","Melbourne","Brisbane Lions",93,60,1,33
2021,24,2021-08-27,"19:20:00","SA","Adelaide Oval","Port Adelaide","Geelong",86,43,1,43
2021,24,2021-08-28,"15:20:00","TAS","York Park","Sydney","Greater Western Sydney",73,74,0,-1
2021,24,2021-08-29,"15:20:00","TAS","York Park","Western Bulldogs","Essendon",85,36,1,49
2021,25,2021-09-04,"19:20:00","QLD","Gabba","Brisbane Lions","Western Bulldogs",78,79,0,-1
2021,25,2021-09-03,"17:50:00","WA","Perth Stadium","Geelong","Greater Western Sydney",103,68,1,35
2021,26,2021-09-10,"17:50:00","WA","Perth Stadium","Melbourne","Geelong",125,42,1,83
2021,26,2021-09-11,"19:10:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",45,116,0,-71
2021,27,2021-09-25,"17:15:00","WA","Perth Stadium","Melbourne","Western Bulldogs",140,66,1,74
2022,1,2022-03-20,"15:40:00","SA","Adelaide Oval","Adelaide","Fremantle",82,83,0,-1
2022,1,2022-03-19,"19:10:00","QLD","Gabba","Brisbane Lions","Port Adelaide",80,69,1,11
2022,1,2022-03-17,"19:25:00","VIC","M.C.G.","Carlton","Richmond",101,76,1,25
2022,1,2022-03-19,"14:10:00","VIC","M.C.G.","Geelong","Essendon",138,72,1,66
2022,1,2022-03-19,"17:10:00","NSW","Stadium Australia","Greater Western Sydney","Sydney",92,112,0,-20
2022,1,2022-03-20,"13:10:00","VIC","M.C.G.","Hawthorn","North Melbourne",78,58,1,20
2022,1,2022-03-16,"19:10:00","VIC","M.C.G.","Melbourne","Western Bulldogs",97,71,1,26
2022,1,2022-03-18,"19:50:00","VIC","Docklands","St Kilda","Collingwood",85,102,0,-17
2022,1,2022-03-20,"16:40:00","WA","Perth Stadium","West Coast","Gold Coast",80,107,0,-27
2022,2,2022-03-26,"13:45:00","VIC","M.C.G.","Collingwood","Adelaide",100,58,1,42
2022,2,2022-03-26,"16:35:00","VIC","Docklands","Essendon","Brisbane Lions",75,97,0,-22
2022,2,2022-03-27,"15:20:00","WA","Perth Stadium","Fremantle","St Kilda",55,65,0,-10
2022,2,2022-03-26,"19:00:00","QLD","Carrara","Gold Coast","Melbourne",69,82,0,-13
2022,2,2022-03-27,"13:10:00","VIC","Docklands","North Melbourne","West Coast",74,59,1,15
2022,2,2022-03-26,"19:10:00","SA","Adelaide Oval","Port Adelaide","Hawthorn",56,120,0,-64
2022,2,2022-03-27,"15:20:00","VIC","M.C.G.","Richmond","Greater Western Sydney",109,73,1,36
2022,2,2022-03-25,"19:50:00","NSW","S.C.G.","Sydney","Geelong",107,77,1,30
2022,2,2022-03-24,"19:20:00","VIC","Docklands","Western Bulldogs","Carlton",90,102,0,-12
2022,3,2022-04-01,"19:50:00","SA","Adelaide Oval","Adelaide","Port Adelaide",96,92,1,4
2022,3,2022-04-02,"19:00:00","QLD","Gabba","Brisbane Lions","North Melbourne",156,48,1,108
2022,3,2022-04-03,"13:10:00","VIC","M.C.G.","Carlton","Hawthorn",74,73,1,1
2022,3,2022-04-02,"19:25:00","VIC","M.C.G.","Collingwood","Geelong",91,104,0,-13
2022,3,2022-04-02,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Gold Coast",83,57,1,26
2022,3,2022-04-01,"19:20:00","VIC","M.C.G.","Melbourne","Essendon",99,70,1,29
2022,3,2022-04-03,"15:20:00","VIC","Docklands","St Kilda","Richmond",117,84,1,33
2022,3,2022-04-03,"16:20:00","WA","Perth Stadium","West Coast","Fremantle",47,102,0,-55
2022,3,2022-03-31,"19:20:00","VIC","Docklands","Western Bulldogs","Sydney",71,60,1,11
2022,4,2022-04-09,"16:35:00","VIC","Docklands","Collingwood","West Coast",74,87,0,-13
2022,4,2022-04-10,"13:10:00","VIC","Docklands","Essendon","Adelaide",103,99,1,4
2022,4,2022-04-09,"17:25:00","WA","Perth Stadium","Fremantle","Greater Western Sydney",88,54,1,34
2022,4,2022-04-08,"19:50:00","VIC","Kardinia Park","Geelong","Brisbane Lions",80,70,1,10
2022,4,2022-04-10,"16:10:00","QLD","Carrara","Gold Coast","Carlton",92,62,1,30
2022,4,2022-04-10,"15:20:00","VIC","M.C.G.","Hawthorn","St Kilda",73,142,0,-69
2022,4,2022-04-07,"19:10:00","SA","Adelaide Oval","Port Adelaide","Melbourne",36,68,0,-32
2022,4,2022-04-09,"19:25:00","VIC","M.C.G.","Richmond","Western Bulldogs",99,61,1,38
2022,4,2022-04-09,"14:40:00","NSW","S.C.G.","Sydney","North Melbourne",86,75,1,11
2022,5,2022-04-16,"16:05:00","SA","Adelaide Oval","Adelaide","Richmond",101,82,1,19
2022,5,2022-04-14,"19:35:00","QLD","Gabba","Brisbane Lions","Collingwood",98,91,1,7
2022,5,2022-04-17,"13:40:00","VIC","M.C.G.","Carlton","Port Adelaide",94,91,1,3
2022,5,2022-04-17,"16:40:00","VIC","Docklands","Essendon","Fremantle",59,107,0,-48
2022,5,2022-04-18,"15:20:00","VIC","M.C.G.","Hawthorn","Geelong",92,80,1,12
2022,5,2022-04-16,"19:25:00","VIC","M.C.G.","Melbourne","Greater Western Sydney",120,53,1,67
2022,5,2022-04-15,"16:20:00","VIC","Docklands","North Melbourne","Western Bulldogs",71,139,0,-68
2022,5,2022-04-16,"13:45:00","VIC","Docklands","St Kilda","Gold Coast",87,61,1,26
2022,5,2022-04-15,"17:40:00","WA","Perth Stadium","West Coast","Sydney",58,121,0,-63
2022,6,2022-04-25,"15:20:00","VIC","M.C.G.","Essendon","Collingwood",82,93,0,-11
2022,6,2022-04-23,"17:40:00","WA","Perth Stadium","Fremantle","Carlton",97,62,1,35
2022,6,2022-04-24,"16:10:00","QLD","Carrara","Gold Coast","Brisbane Lions",80,132,0,-52
2022,6,2022-04-22,"19:50:00","ACT","Manuka Oval","Greater Western Sydney","St Kilda",60,77,0,-17
2022,6,2022-04-25,"12:30:00","TAS","York Park","Hawthorn","Sydney",68,109,0,-41
2022,6,2022-04-24,"13:10:00","TAS","Bellerive Oval","North Melbourne","Geelong",61,121,0,-60
2022,6,2022-04-23,"16:05:00","SA","Adelaide Oval","Port Adelaide","West Coast",117,33,1,84
2022,6,2022-04-24,"19:25:00","VIC","M.C.G.","Richmond","Melbourne",54,76,0,-22
2022,6,2022-04-23,"13:45:00","VIC","Eureka Stadium","Western Bulldogs","Adelaide",62,63,0,-1
2022,7,2022-04-30,"13:40:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",54,113,0,-59
2022,7,2022-04-30,"19:25:00","VIC","Docklands","Carlton","North Melbourne",114,64,1,50
2022,7,2022-05-01,"13:10:00","VIC","M.C.G.","Collingwood","Gold Coast",115,90,1,25
2022,7,2022-04-30,"13:45:00","VIC","Kardinia Park","Geelong","Fremantle",66,69,0,-3
2022,7,2022-04-30,"16:35:00","VIC","M.C.G.","Melbourne","Hawthorn",91,81,1,10
2022,7,2022-04-30,"19:25:00","QLD","Cazaly's Stadium","St Kilda","Port Adelaide",42,43,0,-1
2022,7,2022-05-01,"16:40:00","NSW","S.C.G.","Sydney","Brisbane Lions",89,113,0,-24
2022,7,2022-04-29,"18:10:00","WA","Perth Stadium","West Coast","Richmond",56,165,0,-109
2022,7,2022-05-01,"15:20:00","VIC","Docklands","Western Bulldogs","Essendon",103,71,1,32
2022,8,2022-05-07,"19:25:00","QLD","Gabba","Brisbane Lions","West Coast",105,30,1,75
2022,8,2022-05-08,"16:40:00","VIC","Docklands","Carlton","Adelaide",116,68,1,48
2022,8,2022-05-07,"19:25:00","VIC","Docklands","Essendon","Hawthorn",108,81,1,27
2022,8,2022-05-06,"18:40:00","WA","Perth Stadium","Fremantle","North Melbourne",102,24,1,78
2022,8,2022-05-07,"16:35:00","ACT","Manuka Oval","Greater Western Sydney","Geelong",35,88,0,-53
2022,8,2022-05-08,"13:10:00","VIC","M.C.G.","Melbourne","St Kilda",93,55,1,38
2022,8,2022-05-06,"19:00:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",86,69,1,17
2022,8,2022-05-07,"13:45:00","VIC","M.C.G.","Richmond","Collingwood",113,86,1,27
2022,8,2022-05-07,"13:45:00","NSW","S.C.G.","Sydney","Gold Coast",61,75,0,-14
2022,9,2022-05-14,"19:10:00","SA","Adelaide Oval","Adelaide","Brisbane Lions",66,102,0,-36
2022,9,2022-05-13,"19:50:00","VIC","Docklands","Collingwood","Western Bulldogs",51,99,0,-48
2022,9,2022-05-15,"13:40:00","QLD","Carrara","Gold Coast","Fremantle",69,33,1,36
2022,9,2022-05-15,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","Carlton",75,105,0,-30
2022,9,2022-05-14,"13:45:00","VIC","M.C.G.","Hawthorn","Richmond",94,117,0,-23
2022,9,2022-05-14,"14:10:00","TAS","Bellerive Oval","North Melbourne","Port Adelaide",46,115,0,-69
2022,9,2022-05-14,"16:35:00","VIC","Docklands","St Kilda","Geelong",90,80,1,10
2022,9,2022-05-14,"19:25:00","NSW","S.C.G.","Sydney","Essendon",105,47,1,58
2022,9,2022-05-15,"15:20:00","WA","Perth Stadium","West Coast","Melbourne",38,112,0,-74
2022,10,2022-05-21,"19:00:00","SA","Adelaide Oval","Adelaide","St Kilda",69,90,0,-21
2022,10,2022-05-20,"19:50:00","VIC","Docklands","Carlton","Sydney",102,87,1,15
2022,10,2022-05-22,"15:20:00","WA","Perth Stadium","Fremantle","Collingwood",44,80,0,-36
2022,10,2022-05-21,"13:45:00","VIC","Kardinia Park","Geelong","Port Adelaide",82,47,1,35
2022,10,2022-05-22,"14:10:00","NSW","Sydney Showground","Greater Western Sydney","West Coast",138,86,1,52
2022,10,2022-05-22,"15:20:00","TAS","York Park","Hawthorn","Brisbane Lions",117,112,1,5
2022,10,2022-05-21,"16:35:00","VIC","Docklands","North Melbourne","Melbourne",53,100,0,-47
2022,10,2022-05-21,"19:30:00","VIC","M.C.G.","Richmond","Essendon",80,48,1,32
2022,10,2022-05-21,"13:45:00","VIC","Eureka Stadium","Western Bulldogs","Gold Coast",106,87,1,19
2022,11,2022-05-28,"13:45:00","QLD","Gabba","Brisbane Lions","Greater Western Sydney",110,96,1,14
2022,11,2022-05-29,"15:20:00","VIC","M.C.G.","Collingwood","Carlton",79,75,1,4
2022,11,2022-05-28,"13:45:00","VIC","Kardinia Park","Geelong","Adelaide",97,55,1,42
2022,11,2022-05-28,"19:10:00","NT","Marrara Oval","Gold Coast","Hawthorn",121,54,1,67
2022,11,2022-05-28,"16:35:00","VIC","M.C.G.","Melbourne","Fremantle",56,94,0,-38
2022,11,2022-05-29,"16:10:00","SA","Adelaide Oval","Port Adelaide","Essendon",66,50,1,16
2022,11,2022-05-29,"13:10:00","VIC","Docklands","St Kilda","North Melbourne",103,50,1,53
2022,11,2022-05-27,"19:50:00","NSW","S.C.G.","Sydney","Richmond",106,100,1,6
